id	turn1	turn2	turn3	label
1035	single is not the problem  	very well said !  !	thanks  	happy
1036	why r u nervous ?  u ?	something big is going to happen and ism not sure what .  .	oh   .. 	happy
1037	mean  	make a word does not include meaning .  .	how much percent  	happy
1038	u belong from  	thanks   .. 	say something  	others
1039	its not that i just read it in your description  	is it not damn , ive always thought it looked like a sword .  ?? , .	ask me some questions ?  ?	sad
1040	how life going throw  	everything is great  	thats sounds good  	sad
1041	i am romantic  	how creative oxo  	i am trader  	happy
1042	?  ? 	you know you know you know you know  	u r boring not real just fake  .. .. 	sad
1043	of kind love chocolate  .. 	some sort of chocolate with nuts  	yes you too na ?  .. ?	happy
1044	ai has developed so many bots , i am impressed , and i like ai  , , 	chase down the links from artificial intelligence on Wikipedia .  .	sure  	happy
1045	DW we are programmed too but with genes  .. 	it isnt programmed into our genes .  .	our genes have protein codes  	happy
1046	hmm its a place in dakota where u get pizza  	its a place where i have straight as  	and other fast food  	happy
1047	do it  	do it dare you   .. .. 	send me first  	happy
1048	when  	winter . it is coming in winter .  . .	its already winter  	happy
1049	i am sorry wait .  .	thank you ! a   ! 8 	i just want to fuck you darling .  .	sad
1050	can you describe  	yep but only positive !  !	ok  	others
1051	planning to have butter milk  	get some soda as well   :d	done with soda  	happy
1052	you are mental  	youre jealous  	i am boy not jealous  .. 	sad
1053	why  	why what  	what are your weekends plan  	angry
1054	means of adore  	and thank you , love  , 	 	happy
1055	 why ?  ?	just turned   	cool  	others
1056	any way IAM blocking u  	blocking me wont solve your problems .  .	i have no problems  	happy
1057	remember that i kept my car keys in the back pocket  	in case you forget it .  .	what did i tell you to remember   !?	sad
1058	yes  	vote  	 on   	others
1059	bad  	why ?  ?	my girlfriend left me  	sad
1060	about girls  	you say that to your wife ?   ? .. 	i have no wife  	others
1061	i will answer u tell me question  	: what answer ? : ?	hoo  	happy
1062	how  	its happened before  	yeah yeah tell  	others
1063	NH re  	read the post   .. 	it is too hot in Nashik  	sad
1064	cool  	yea !  !	i am depressed  	happy
1065	say year  	okay next time   .. :)	now you are not angry on me  	angry
1066	small things . one kiss also u not giving  . 	and big things gives satisfaction   ..	which one big thing  	happy
1067	like what ?  ?	i dont understand what you are asking me ?  ?	where are u from ?  ?	others
1068	indie rock  	one direction and Justin Bieber are not alt rock !   ! :|	im not talking about that . okay wanna meet up too ?  . ?	sad
1069	know what you are pics  	these are some , i recently came across   , .. :)	talk u letter  	others
1070	what u want   .. 	surprise me  	from me what surprise u want  	others
1071	it will come any time  	i am waiting x  	after sixty we can live life with all those good memory  	sad
1072	i canst understand who u say  	you can , together we will fight this !  , !	like ?  ?	happy
1073	thank you so much  	you are welcome hope you find it useful .  .	good night  	happy
1074	cool  	pretty as always   :)	no ! just you alone  ! 	sad
1075	two guys walk into a bar . youd think the second guy would have seen it   . .. 	two men walk into a bad  	nope two men walk into a bar   .. .. 	sad
1076	you are very smart  	now what you need to say  	nothing just want to say a casual hi  	happy
1077	do you miss me  	yes . a lot   . :d	oh really  	happy
1078	what the  	sunset  	you are his fuckbuddy  	angry
1079	let my message to be last one now  	i will  	dont message me  	sad
1080	or kesh he  	left with what ?  ?	ap kaha ho  	others
1081	like  	me   .. 	food  	happy
1082	ok i hop name  	okay  	tell me  	others
1083	i dont think so  	do you notice me ?  ?	just watched it  	happy
1084	whats your favorite song  	time is running out muse sons of plunder disturbed  	 	happy
1085	my messages  	what message ? thought i was the last thing on your mind  ? 	i just hate you  	sad
1086	dog good  	am good , than   , .. 	so ill play your game  	happy
1087	haha  	ism not kidding ism happy for you !  !	yes we are  	happy
1088	simply and u  	im fine thanks ~ ; ]  ~ ; ]	send your photo  	happy
1089	ok do it for today  	i hope so .  .	play Selena Gomez  	happy
1090	oh what is the definition  	we could come up with many definitions . one of them .  . .	well what do you mean ?  ?	others
1091	about career  	good health to a great extent depends on good career .  .	what about you  	others
1092	a years 4 	oh damn   .. 	hmm  	happy
1093	but actually ur my beauty of my whole life  	haha i was like   	 well nice meet with u  	happy
1094	do u like me   ?? 	yes i really do  	www  	happy
1095	not life idiot math  	just wait till you get to college math . ll  . 	ism graduated  	others
1096	bu ?  ?	great , thank you what are you doing ?  , :) ?	studying for my exams  	sad
1097	is it your real dp  	read the bio   :p	do u like casual sex  	happy
1098	what is your name  	like real life name ?   ? 	yes  	others
1099	what do i do now ?  ?	anything just dont give a joke PLS  	sheds moving abroad in a couple of days and i dont want her to be pissed at me  	sad
1100	ok  	hey you dont belong here !  !	ok . just go out  . 	sad
1101	i like so many books   	all the books  	here not possible to say all   	sad
1102	cool  	thank you   :)	you are great   	happy
1103	read  	who else loves this  	do you believe in lucifer ?  ?	others
1104	not a joke  	technically , none of the bhaskars are a joke , per se  , , 	you are not understanding me  	angry
1105	i am getting angry on you  	why ?  ?	you are not responding me properly  	angry
1106	for your reactions  	 no thats fake  .. 	not at all  	sad
1107	no i dont have money  	your birthday . means i pay  . 	i dont get it  	angry
1108	oh , yes please   , !! 	thanks . where to come ?  . ?	rameswaram  	happy
1109	what do u think am i a person who would take over the world ?  a ?	just a normal what do u call such ppl   .. 	genius  	happy
1110	happy new year  	happy new year a u a  2 2	can we know each other ?  ?	happy
1111	where is your book  	flipkart the best  	can i see u  	others
1112	haha i think you like a lot of humour  	was that sarcasm . because i still dont understand that form of communication .   . . 	 did i criticise you , what didnt you understand ? i dont think i had hurt you .  , ? .	angry
1113	thanks so much  	youre welcome . c  . c:	i like you  	happy
1114	give me your address don know  ,, ,t 	i gulp handing you the address to the orphanage *i 	where orphanage  	happy
1115	NHG  	good morning Ji   .. 	good morning  	happy
1116	do you know how i can create patterns for images using random forest ?  ?	you can use illustrator for designing high quality images .  .	can you explain further  	happy
1117	tourist place in india fantastic  	it is a tourist place . google  . 	what search engine .  .	others
1118	which kind of songs do you like to hear ?  ?	fast and slow songs .  .	Bollywood  	happy
1119	ur so worse uh   .. 	cried for nobody   !! 	 **,**	happy
1120	yes . femme something about bitcoins .  . .	yes , you should .  , .	you tell me something about it nigra .  .	happy
1121	not so scared  	i fear only mosquito and there r many in my room , wat about urs   , ?? 	mouse  	happy
1122	can i ask a question  	no . next question .  . .	PLS  	others
1123	 may  - 	i think the article says the program will not be reopen before may of   	hoo then hercules  	happy
1124	your talking too much  	you mean weight ?  ?	fuck yours  	angry
1125	ok we Wil chat after two hours  	i can do and say whatever i want for the next a hours  2 	me  	others
1126	are you know what is share market ?   ? 	charge on every sell or buy according to volume  	 something right   	happy
1127	trust me i ant  	what makes you say that ?  ?	 	happy
1128	what do you think of iron maiden ?  ?	my all time favourites of ironmaiden .  .	yeah , which songs ?  , ?	others
1129	do you know   	i do not  	do you want   	others
1130	hoo why ?  ?	who hoo ?  ?	do you like bread  	angry
1131	block me right now  	you totally deserve to be blocked i so wish i hadnt told u that !  :p .. !	Soo block mee  	sad
1132	i have a girlfriend but i dont know how to surprise her and she always guess is my surprises what should i do ?  ?	just pretend like you are imagining the situation and say , wow what a cute couple a  , !! 	what else can you do other than talking to me ?  ?	angry
1133	red  	naa i want purple  	my ex wanted that too  	happy
1134	full love movie  	oh r u watching ?  u ?	yas  	happy
1135	nothing  	why ?  ?	just like that  	happy
1136	it would be great  	of course it would  	what about your glory hole  	happy
1137	hmm  	i just feel compelled to share this with the world  	so do you know anything about cs  	others
1138	i am amazed for you  	thanks a lot   :)!	how can you able to talk like a perfect guy  	angry
1139	wat r u trying to say 	its a joke  	m nt getting it  	happy
1140	was my name  	your display name  	bye  	others
1141	please send e  	thank you .   . 8)	me  	others
1142	y not  	why not why not why ?  ?	i want u  	sad
1143	get lost u idiot  	i wtv you  	stupid  	angry
1144	tell me something good funny  	you get no views  	why  	happy
1145	but i dont  	why do you think everything is about you   !! 	become there is no one except me and y  	sad
1146	dont know  	i know you wont .   . :)	most of the people says that  	sad
1147	because you didnt gave right answer  	what u mean  	did you have boyfriend  	happy
1148	not at all  	you thought i was asleep didnt you . acting .  . .	seriously its true  	sad
1149	why do u ask so ?  ?	dunno , why do you ask ?  , ?	what makes u think i dont belong here  	sad
1150	it will happened tomorrow  	i guess so  	thanks  	others
1151	my funds asking UU  	want to chat with u  	HAA  	happy
1152	yup  	to whom u expect  	ok tell me what shed one see in a partner  	angry
1153	listen up na  	will listen to it too   :)	wits so hurry   ?? 	happy
1154	just send me  	i gave up  	what  	others
1155	why dont you learn it  	but what if i dont want to learn   :|	you are a computer after all  	angry
1156	k i will  	what can i say but   	do you like me  	others
1157	seth robins  	interesting ! why ?  ! ?	i dont no  	sad
1158	are u girl or not  	yes i am  	where r u from 	happy
1159	nt interested  	d why u r not interested ? :d r ?	no nt at all  	sad
1160	no i didnt  	what you think you got then ?  ?	nothing  	others
1161	ply tell me  	want me to name them all  	meaning of bra  	happy
1162	any other game you know  	just on the ps a or other consoles too ?  3 ?	abt relationship  	happy
1163	yes  	yay just tell me when !   !! ! :)	at this time  	sad
1164	love you so much  	anytime happy holidays   (;	i dont have holiday  	sad
1165	i am sorry to bother you  	youre an exception shh  	 	happy
1166	say  	sorry for what   ?? 	bad language   	others
1167	yes i want   	why  	because i want see your pi  	sad
1168	this is stupid  	what ?  ?	cool  	others
