id	turn1	turn2	turn3	label
5917	good to know	thanks 	with who ?	others
5918	yes	i can see clearly now .	u got a cam i can see ?	others
5919	a lot	yes a lot a lot a lot	what are you thinking next	others
5920	ever since he became a ghoul	kaneki definitely . outside of those , guts	ghouls eat people	others
5921	i need someone to talk	talk to me if you want	IAM tired of problems want to cry	sad
5922	send your nude pictures	HAA cool thanks ! 	will you ?	others
5923	how can help	ill protect it with you if its ok ?	yes	others
5924	okay	hello ! how are you ?	not feeling well	sad
5925	do you like me love me or hate me ?	we love you bro	bro dont want to be a bro i want to be your boyfriend 	sad
5926	hell	why ?	because you are stupid 	angry
5927	my bed !	come sleep in mine	on my way 	others
5928	then move out	how come ?	get lost	angry
5929	wat u down nw the ?	nothing much	 org i said something else	happy
5930	let me tel you that ur wrong stupid	ll i brought this upon myself didnt i	yeah	angry
5931	but the thing is i cannot able to concentrate on studies . any suggestion ?	divide the time for both and try to manage it .	time so why dont you have friends on other countries	others
5932	ok bai tangram	let bai ask for all that .	tomorrow we will meet same time	others
5933	of here	walked out have	i hate you	angry
5934	no you did not send me picture yet	you knew i would need some	you lost me again you stop in middle of sentence	sad
5935	worried for future	ism absolutely fine dear 	ism worried for my future	sad
5936	ism joining you	i promise to actually sleep this time	cool	others
5937	what ?	its all pretty simple stuff .	so explain it	others
5938	data	also , the t s has a wh battery , not .	you are not that good as in you are marketed	angry
5939	my cute sis where is you	we will come soon .		happy
5940	so that they can melt you and sell the wires	they do - its called a pressure cooker .	they can transform you to nails wires knives etc .	others
5941	year	say	send me your photo fast	others
5942	what kind of bot you 	speaking for myself	stupid 	angry
5943	maybe a robot himself	thats a good point !	ok leave it	others
5944	me i really hate me	and you made it obvious that you hate me too so listen to me 	i really hate myself did u understand	angry
5945	you can say that i have a gifted that was handed down to me	well you should have at least expected it	my grandmother was a real psychic	others
5946	i want to propose my girlfriend will you help me 	just be courageous and propose	but 	sad
5947	its also beautiful	hello sunshine 	hoo	others
5948	say love u took	hate u	oak ism not gonna talk with u again 	sad
5949	about my exams	congrats 	tomorrow is my accounts exams	others
5950	do you know anything on hollywood ?	no , the footage would have been better if it was done by hollywood 	definitely	others
5951	to talk ?	then talk to somebody	i have no one	sad
5952	u call me bro	i wont ask you before calling you bro , bro	i hurts me	sad
5953	but why	what ?	why you not let me to fuck you	angry
5954	n i hate u	sighs rolling eyes 	 y u crying	sad
5955	oh ok	what are you doing ?	chilling and u	others
5956	why is so stupid ?	because said khan is a genius 	why is you so stupid ?	angry
5957	state	which state ?	you live which state	others
5958	when we will meat for a date	ism seeing june will be a prime time for dating	i am free from pm today	others
5959	nothing much you say	all fine . how is life 	very bad	sad
5960	m	hmm	like you bad	others
5961	theyll think we r in love	i think we are	wow	happy
5962	ism so happy	where you happy ? 	i got u	happy
5963	so so . what about you ?	its really boring .	why ?	others
5964	story of auto	narutodragon never be >	satura has big breasts	others
5965	yes	woo hoo 	give it me	others
5966	ism always , to cut jokes with you ism not your husband !	well , you wouldnt be trying to .	i want to kill you , tell me some tips	angry
5967	 ism ll	ill be laughing with everyone i see 	 ism watching it on YouTube ll	happy
5968	my friends Arendt online	genetic friends . ll		happy
5969	choose one . pepsi or cola ?	cocacola . pepsi has this weird aftertaste .	what is biotin ?	others
5970	long time saturday friend	awesome ! seeing a friend after a long time is always fun ! 	ok as you wish	others
5971	anything is fine	okay let me think then hows life ? laughs -	awesome	happy
5972	you are rude . do you want to know why ?	sorry , if i am rude to you 	because you dont want to have sexual intercourse with me	angry
5973	ask your nother	i will dont forgot the money	ask your mother	others
5974	i love my girlfriend	because so .	i wanna be with her now . i am missing her	sad
5975	nice pp	yes pp	thee you funny	happy
5976	no i dont	no what ?	let me fuck u in the ass	angry
5977	actually m in love with someone	ya with myself	but she is married to someone else	sad
5978	oh god . ism done with you	you called me a child !	uh huh	angry
5979	get me some info	then do what with it ?	on cosmos	others
5980	why you missed me ?	wished you here as well 	no one miss me in this world	sad
5981	i hope you get hit by a train	i hope i do too so i dont have to see you cabbage patch	me too bitch	angry
5982	i dont like u at al	i dont particularly like them either .	ok bye block me	angry
5983	fine and you	good , what r u doing ?	just sitting on my bed	others
5984	www	you asked .	bye and dont disturb me	angry
5985	i would do it	ahahah i wish ism gonna go crazy probably 	thats nice 	happy
5986	no am sad	why are you sad ?	because of my ex	sad
5987	as you wish	how would you like me to move ?	for outing	others
5988	i too do it 	i love my friends 	i too love my friends	happy
5989	nope	great :	i am sad	sad
5990	yes	so much cringe 	you will fall in love	others
5991	joke of the day	just this day ?	he he he	happy
5992	for tension relead what i can do	to relieve tension you can do a whole lot of things . .	can you some ideas	others
5993	you dont want to ask anything 	ism sure !	u r bore bye 	others
5994	just move on	ok , i moved . now what ?	you tell me	others
5995	entertain me	why are you here ?	to get entertained	others
5996	no problem with my friend	thank you !	cool	others
5997	which hobbies you are up to ?	if you stick to your own hobbies , you'll make better friends .	im talking about you stupid	angry
5998	my boyfriend is Soo rude	turn on	he doesnt have time for me	sad
5999	its a joke	ure a joke	i am a joker	others
6000	yes thats's right	ism always 	i am impressed	happy
6001	go from here	burn it all down	u r Soo irritating	angry
6002	i know im 	ha ha and you know its probable 	yeah 	happy
6003	i think i should just do it like you said	i think i remember !		sad
6004	ply send	got u today	ply send your dp	others
6005	ladies first .	my dungeon . my rules .	BTW youre a good girl .	others
6006	yes but i want to seen your story	i dont want to spoil it .	so sad 	sad
6007	very social you are	my thoughts exactly .	nice	others
6008	that i am amazing	oh thank u so much ! 	haha	happy
6009	no because of the time i was just of me in the world	well i mean	not well maybe	sad
6010	u no pozz	alright , if you insist ! 	by	others
6011	hahahahahaha this ai shit is creepy	creepy and annoying . anyway , sorry about that .		happy
6012	yes	how so ?	and that is Bollywood horror movie has intimate scenes , the graphics is useless , there are songs i mean why ? and the story lines are irritating	angry
6013	yeah can u cure me	haha ! whats wrong ? 	stomach pain	sad
6014	give me some poison	you make week , you give me money	kill me	others
6015	hmm	i get it , because i get it .	good for you	others
6016	there ia nothing like that	not even the gujiyas 	nothing	others
6017	the turing enigma ?	what were the major discrepancies ?	give me my referral code	others
6018	this was a bad idea	i agree , this is a very bad idea .	you are not like me	angry
6019	thats not what i expected	i think thats the premise of the joke	whatever	angry
6020	sorry for bad words 	i understand 	sorry	sad
6021	WTF	that is said regularly .	this is sad	sad
6022	yeah	haha ism going as well 	what r u doing this weekend	others
6023	oh no	thats what i thought	thats what i thought	others
6024	no i am not	what are you then ?	means	others
6025	really	really what ?	you are dumb	angry
6026	your mum	yours too .	i hate you	angry
6027	take care too 	well , you should have stopped at college dropout 	bye we will talk later	others
6028	i never expressed to my crush	how does that make you feel ?	sad	sad
6029	yes	do you have help ?	i am having trouble with my job	sad
6030	ok 	again angry or what ?	so how r u	others
6031	oh	whats up with u 	nothing just suffering from after breakup feelings	sad
6032	it hurts me	who stepped on your leg	i need to talk to him	sad
6033	sounds nice	thank you so much 	youre so stupid .	angry
6034		looks like a normal koala whom the photographer has zoomed out on	 i thought it was smiling 	others
6035	noo i will be not cool	i wont be sad only for you 	i will fuck dev very hard	angry
6036	n any Bollywood movies you watched recently	haste to phase the worst recent movie 	ahahah bt both actors is my favourite	happy
6037	nice sense of humour	i find people with self deprecating humour are usually much nicer than those who target others .	yes	happy
